,asin,group,format,book title,author,publisher,release_date,status,tagline,vote_average,year,movie title,genre1,genre2,genre3,genre4,id
417,1841499420,book,paperback,Descent,Ken MacLeod,Orbit,2007-01-01,Released,,3.7,2005.0,Descent,Drama,Thriller,,,"18,53,"
418,1904233651,book,paperback,Twilight,Stephenie Meyer,Atom books,1998-03-06,Released,Some people can buy their way out of anything. Except the past.,6.1,1998.0,Twilight,Drama,Crime,Mystery,Thriller,"18,80,9648,53,"
419,743226720,book,paperback,1776,David McCullough,Simon & Schuster,1972-11-09,Released,The award winning musical comes to the screen!,7.1,1972.0,1776,Drama,Comedy,History,Music,"18,35,36,10402,"
420,99525046,book,paperback,Love Letters,Katie Fforde,Arrow,1945-10-26,Released,,3.8,1983.0,Love Letters,Romance,,,,"10749,"
421,226174379,book,paperback,The Pledge,"Friedrich DÃ¼rrenmatt, Joel Agee",University Of Chicago Press,2001-01-09,Released,,6.6,2001.0,The Pledge,Crime,Drama,Mystery,Thriller,"80,18,9648,53,"
422,982937709,book,paperback,Bliss,"Tracy Bowen, Jenness Walker",Written World Communications,1997-04-14,Released,Love is only the beginning.,4.8,1997.0,Bliss,Drama,Romance,,,"18,10749,"
423,857383183,book,paperback,Out of Sight,Isabelle Grey,Quercus Publishing Plc,1998-06-26,Released,Opposites attract.,6.5,1998.0,Out of Sight,Romance,Comedy,Crime,,"10749,35,80,"
424,1785035622,book,paperback,The One,JOHN MARRS,Ebury,2001-11-02,Released,Stealing the power of the universes one by one.,5.7,2001.0,The One,Action,Science Fiction,Thriller,,"28,878,53,"
425,1402241445,book,paperback,Wish You Were Here,Phillipa Ashley,Sourcebooks Landmark,1987-07-24,Released,Some people march to the beat of a different drummer. Lyndaâs got her own brass band.,5.8,1987.0,Wish You Were Here,Comedy,Drama,Foreign,Romance,"35,18,10769,10749,"
426,1848373112,book,paperback,Mansfield Park,Jane Austen,Arcturus,1999-11-12,Released,,6.7,1999.0,Mansfield Park,Drama,Romance,,,"18,10749,"
427,316077038,book,paperback,Beautiful Creatures,"Kami Garcia, Margaret Stohl","Little, Brown Books for Young Readers",2000-08-23,Released,,5.9,2000.0,Beautiful Creatures,Comedy,Crime,Drama,Thriller,"35,80,18,53,"
428,1501144286,book,paperback,The Tommyknockers,Stephen King,Gallery Books,1993-05-09,Released,You can't run. You can't hide. You can only become... one of them.,5.1,1993.0,The Tommyknockers,Horror,Science Fiction,,,"27,878,"
429,144473444X,book,paperback,Someone to Watch Over Me,"Yrsa Sigurdardottir, Philip Roughton",Hodder Paperback,1987-10-09,Released,"Where protection ends, obsession begins.",5.8,1987.0,Someone to Watch Over Me,Crime,Drama,Romance,Thriller,"80,18,10749,53,"
430,1400033411,book,paperback,Beloved,Toni Morrison,Vintage,1998-10-16,Released,The past has a life of its own.,5.9,1998.0,Beloved,Drama,Thriller,,,"18,53,"
431,8210039,book,paperback,Forces of Nature,"Brian Cox, Andrew Cohen",William Collins,1999-03-12,Released,"He went from the eye of the storm, into the arms of a hurricane.",5.1,1999.0,Forces of Nature,Romance,Comedy,,,"10749,35,"
432,194373528X,book,paperback,Bound,Claire Schwartz,Button Poetry,1996-09-13,Released,"In their world, you can't buy freedom, but you can steal it.",6.9,1996.0,Bound,Crime,Drama,Romance,Thriller,"80,18,10749,53,"
433,988377543,book,paperback,Repossessed,Sandy Parks,Dystel and Goderich Literary Management,1990-09-14,Released,The Devil's back. But he's never dealt with an exorcist like this!,4.5,1990.0,Repossessed,Comedy,Horror,,,"35,27,"
434,679723161,book,paperback,Lolita,Vladimir Nabokov,Vintage,1997-09-27,Released,A forbidden love. An unthinkable attraction. The ultimate price.,7.0,1997.0,Lolita,Drama,Romance,,,"18,10749,"
435,571313612,book,paperback,Happiness,Jack Underwood,Faber & Faber Poetry,1998-10-16,Released,Finding happiness can be a tragic comedy.,7.4,1998.0,Happiness,Comedy,Drama,,,"35,18,"
436,3499268574,book,paperback,Insomnia,Jilliane Hoffman,Rowohlt Taschenbuch,1997-03-14,Released,No peace for the wicked,6.6,2002.0,Insomnia,Crime,Drama,Thriller,,"80,18,53,"
437,3939212482,book,paperback,Starship Troopers,Robert A. Heinlein,NEW AMERICAN LIBRARY,1997-11-06,Released,The only good bug is a dead bug.,6.7,1997.0,Starship Troopers,Adventure,Action,Thriller,Science Fiction,"12,28,53,878,"
438,1101983817,book,paperback,Wildflower,Drew Barrymore,Dutton,2016-02-05,Released,Sometimes you have to risk everything to finally be free,5.8,1991.0,Wildflower,Thriller,Drama,,,"53,18,"
439,345438310,book,paperback,Nicholas and Alexandra,Robert K. Massie,Random House Trade Paperbacks,1971-11-29,Released,,7.0,1971.0,Nicholas and Alexandra,Romance,Drama,War,,"10749,18,10752,"
440,1450232876,book,paperback,The Good Thief,Barry Connolly,iUniverse.com,2003-04-03,Released,He doesn't want money. He wants what money can't buy.,6.0,2003.0,The Good Thief,Crime,Drama,Thriller,,"80,18,53,"
441,198143433X,book,paperback,Along Came a Spider,Michael Joseph Bacotti Sr,CreateSpace Independent Publishing Platform,2001-04-06,Released,The game is far from over.,6.1,2001.0,Along Came a Spider,Crime,Mystery,Thriller,Action,"80,9648,53,28,"
442,679772677,book,paperback,A Civil Action,Jonathan Harr,Vintage,1998-03-05,Released,Justice has its price.,6.1,1998.0,A Civil Action,Drama,,,,"18,"
443,B000JGQRPC,book,paperback,Bridget Jones's Diary,Helen Fielding,Picador,2001-04-13,Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,6.6,2001.0,Bridget Jones's Diary,Comedy,Romance,Drama,,"35,10749,18,"
444,1935460900,book,paperback,Cabin Fever,James M. Jackson,Barking Rain Press,2003-08-15,Released,Terrorâ¦ in the flesh.,5.5,2003.0,Cabin Fever,Horror,,,,"27,"
